fold,n_predictions,n_mape_samples,mape,mae,rmse
fold_1,1200,1200,1.3556516533638723,2.7100137919225697,3.427008559714348
fold_2,1200,1200,1.421266916506011,2.8443552578427314,3.589047347719458
fold_3,1200,1200,1.391032410061968,2.783775390455828,3.435857681061361
fold_4,1200,1200,1.4131013485249355,2.8255235038240536,3.5401982800558565
